"","ctr_i","Min","Q1","Q2","Q3","Max","Avg","Std","Outlier"
"1",Canada,-1,13,32,73,309,50.4502103786816,50.4928585793264,28
"2",United States,0,526.25,1020.5,1885.25,4442,1294.9459833795,985.560909518437,13
"3",Greenland,0,0,0,0,2,0.218181818181818,0.497806636970067,10
