"","ctr_i","Min","Q1","Q2","Q3","Max","Avg","Std","Outlier"
"1",Canada,0,669.75,2284.5,5010,58891,4279.71031746032,6914.89001771051,44
"2",United States,0,28520,56561,126105.5,1367651,103369.011857708,148772.385960238,41
"3",Greenland,-1,0,0,1,788,16.3810198300283,74.1344619441782,155
